#Data tag : 24v2 , Norm tag: None
#run:fill,time,ncms,hltpath,delivered(/fb),recorded(/fb)
367619:8782,05/17/23 08:19:47,577,HLT_DiPFJetAve100_HFJEC_v19,0.000714515,0.000688964
367615:8782,05/17/23 02:49:11,432,HLT_DiPFJetAve100_HFJEC_v19,0.000648074,0.000614280
367554:8775,05/16/23 02:39:53,312,HLT_DiPFJetAve100_HFJEC_v19,0.000489886,0.000463766
367553:8775,05/15/23 22:27:38,644,HLT_DiPFJetAve100_HFJEC_v19,0.001037130,0.000983200
367552:8775,05/15/23 22:21:36,11,HLT_DiPFJetAve100_HFJEC_v19,0.000004247,0.000003344
367516:8773,05/15/23 09:48:44,1236,HLT_DiPFJetAve100_HFJEC_v19,0.001644082,0.001553953
367515:8773,05/15/23 05:38:07,625,HLT_DiPFJetAve100_HFJEC_v19,0.000949350,0.000880804
367477:8771,05/14/23 14:23:22,1289,HLT_DiPFJetAve100_HFJEC_v19,0.001538424,0.001479058
367475:8771,05/14/23 10:33:10,579,HLT_DiPFJetAve100_HFJEC_v19,0.000906201,0.000830471
367416:8754,05/13/23 03:40:55,55,HLT_DiPFJetAve100_HFJEC_v19,0.000046796,0.000044675
367415:8754,05/13/23 02:52:02,97,HLT_DiPFJetAve100_HFJEC_v19,0.000086066,0.000083309
367413:8754,05/12/23 18:13:16,1294,HLT_DiPFJetAve100_HFJEC_v19,0.001624366,0.001533013
367337:8746,05/11/23 12:49:42,1046,HLT_DiPFJetAve100_HFJEC_v19,0.001131004,0.001088768
367336:8746,05/11/23 11:40:58,169,HLT_DiPFJetAve100_HFJEC_v19,0.000251576,0.000239441
367315:8741,05/10/23 21:11:42,893,HLT_DiPFJetAve100_HFJEC_v19,0.000979370,0.000937350
367314:8741,05/10/23 20:55:00,20,HLT_DiPFJetAve100_HFJEC_v19,0.000025976,0.000023777
367312:8741,05/10/23 19:23:55,216,HLT_DiPFJetAve100_HFJEC_v19,0.000172245,0.000161478
367271:8739,05/10/23 12:08:10,135,HLT_DiPFJetAve100_HFJEC_v19,0.000115822,0.000111139
367270:8739,05/10/23 05:48:56,961,HLT_DiPFJetAve100_HFJEC_v19,0.001091329,0.001034715
367269:8739,05/10/23 05:33:29,33,HLT_DiPFJetAve100_HFJEC_v19,0.000042585,0.000035949
367264:8738,05/09/23 19:31:14,847,HLT_DiPFJetAve100_HFJEC_v19,0.000869913,0.000829369
367263:8738,05/09/23 19:23:59,12,HLT_DiPFJetAve100_HFJEC_v19,0.000015364,0.000012958
367262:8738,05/09/23 17:32:02,262,HLT_DiPFJetAve100_HFJEC_v19,0.000339368,0.000316260
367260:8738,05/09/23 16:06:48,187,HLT_DiPFJetAve100_HFJEC_v19,0.000198221,0.000188286
367234:8736,05/09/23 06:33:08,501,HLT_DiPFJetAve100_HFJEC_v19,0.000493646,0.000476330
367232:8736,05/08/23 23:59:29,996,HLT_DiPFJetAve100_HFJEC_v19,0.001226063,0.001173704
367231:8736,05/08/23 23:48:31,22,HLT_DiPFJetAve100_HFJEC_v19,0.000028566,0.000026186
367229:8736,05/08/23 23:25:47,34,HLT_DiPFJetAve100_HFJEC_v19,0.000044125,0.000041279
367133:8731,05/08/23 01:12:46,275,HLT_DiPFJetAve100_HFJEC_v19,0.000316170,0.000303379
367131:8731,05/08/23 00:12:34,149,HLT_DiPFJetAve100_HFJEC_v19,0.000150633,0.000143971
367130:8731,05/07/23 23:05:47,153,HLT_DiPFJetAve100_HFJEC_v19,0.000164252,0.000155410
367128:8731,05/07/23 22:54:20,7,HLT_DiPFJetAve100_HFJEC_v19,0.000009168,0.000008181
367112:8730,05/07/23 09:19:36,1438,HLT_DiPFJetAve100_HFJEC_v19,0.000972248,0.000928910
367104:8729,05/06/23 21:31:30,1082,HLT_DiPFJetAve100_HFJEC_v19,0.000728153,0.000698068
367103:8729,05/06/23 21:02:02,64,HLT_DiPFJetAve100_HFJEC_v19,0.000053286,0.000048798
367102:8729,05/06/23 20:28:48,75,HLT_DiPFJetAve100_HFJEC_v19,0.000062143,0.000057528
367100:8729,05/06/23 18:09:21,346,HLT_DiPFJetAve100_HFJEC_v19,0.000264113,0.000248206
367095:8728,05/06/23 11:29:02,564,HLT_DiPFJetAve100_HFJEC_v19,0.000442740,0.000417318
367070:8724,05/05/23 20:59:27,83,HLT_DiPFJetAve100_HFJEC_v19,0.000027436,0.000026594
367065:8723,05/05/23 15:09:08,262,HLT_DiPFJetAve100_HFJEC_v19,0.000093781,0.000084489
367064:8723,05/05/23 12:00:27,323,HLT_DiPFJetAve100_HFJEC_v19,0.000074536,0.000067520
367063:8723,05/05/23 11:50:58,15,HLT_DiPFJetAve100_HFJEC_v19,0.000002861,0.000002422
366933:8701,05/03/23 00:56:24,1170,HLT_DiPFJetAve100_HFJEC_v19,0.000814583,0.000762251
366841:8691,04/30/23 20:30:41,258,HLT_DiPFJetAve100_HFJEC_v19,0.000071353,0.000063892
366840:8691,04/30/23 19:16:50,179,HLT_DiPFJetAve100_HFJEC_v19,0.000053803,0.000045335
366833:8690,04/30/23 12:14:16,613,HLT_DiPFJetAve100_HFJEC_v19,0.000131786,0.000123082
366832:8690,04/30/23 10:34:41,239,HLT_DiPFJetAve100_HFJEC_v19,0.000072615,0.000064829
366829:8690,04/30/23 08:56:23,215,HLT_DiPFJetAve100_HFJEC_v19,0.000050482,0.000045749
366821:8686,04/29/23 20:43:29,967,HLT_DiPFJetAve100_HFJEC_v19,0.000223353,0.000208487
366820:8686,04/29/23 18:20:26,364,HLT_DiPFJetAve100_HFJEC_v19,0.000092470,0.000083937
366804:8685,04/29/23 15:00:44,128,HLT_DiPFJetAve100_HFJEC_v19,0.000024254,0.000023381
366802:8685,04/29/23 14:38:53,22,HLT_DiPFJetAve100_HFJEC_v19,0.000004693,0.000004281
366801:8685,04/29/23 11:55:16,415,HLT_DiPFJetAve100_HFJEC_v19,0.000097531,0.000090489
366729:8675,04/28/23 00:38:32,388,HLT_DiPFJetAve100_HFJEC_v19,0.000104327,0.000098059
