#Data tag : 24v1 , Norm tag: None
#run:fill,time,ncms,hltpath,delivered(/fb),recorded(/fb)
366727:8675,04/27/23 22:25:55,107,HLT_PFJetFwd400_v22,0.007050675,0.006597322
366729:8675,04/28/23 00:38:32,388,HLT_PFJetFwd400_v22,0.028365182,0.026659668
366801:8685,04/29/23 11:55:15,415,HLT_PFJetFwd400_v22,0.025813390,0.023947880
366802:8685,04/29/23 14:38:53,22,HLT_PFJetFwd400_v22,0.001235910,0.001127331
366804:8685,04/29/23 15:00:43,128,HLT_PFJetFwd400_v22,0.006367344,0.006137644
366820:8686,04/29/23 18:20:25,364,HLT_PFJetFwd400_v22,0.024828600,0.022531237
366821:8686,04/29/23 20:43:28,967,HLT_PFJetFwd400_v22,0.059247461,0.055289640
366829:8690,04/30/23 08:56:23,215,HLT_PFJetFwd400_v22,0.013285278,0.012037472
366832:8690,04/30/23 10:34:41,239,HLT_PFJetFwd400_v22,0.019352442,0.017277349
366833:8690,04/30/23 12:14:15,613,HLT_PFJetFwd400_v22,0.035236990,0.032890655
366838:8691,04/30/23 18:25:11,112,HLT_PFJetFwd400_v22,0.007094811,0.006343548
366840:8691,04/30/23 19:16:50,179,HLT_PFJetFwd400_v22,0.014743510,0.012418235
366841:8691,04/30/23 20:30:41,258,HLT_PFJetFwd400_v22,0.019241697,0.017224374
366850:8692,05/01/23 01:02:36,141,HLT_PFJetFwd400_v22,0.009987300,0.008987045
366933:8701,05/03/23 00:56:24,1170,HLT_PFJetFwd400_v22,0.219238099,0.205109544
367062:8723,05/05/23 11:39:00,13,HLT_PFJetFwd400_v22,0.000593293,0.000502077
367063:8723,05/05/23 11:50:57,15,HLT_PFJetFwd400_v22,0.000761721,0.000644662
367064:8723,05/05/23 12:00:27,323,HLT_PFJetFwd400_v22,0.020226313,0.018320286
367065:8723,05/05/23 15:09:07,262,HLT_PFJetFwd400_v22,0.018587826,0.016795720
367070:8724,05/05/23 20:59:27,83,HLT_PFJetFwd400_v22,0.007339999,0.007114592
367079:8725,05/06/23 03:51:50,713,HLT_PFJetFwd400_v22,0.131303596,0.123126804
367095:8728,05/06/23 11:29:01,564,HLT_PFJetFwd400_v22,0.119867878,0.112984307
367100:8729,05/06/23 18:09:21,346,HLT_PFJetFwd400_v22,0.071511957,0.067183056
367102:8729,05/06/23 20:28:47,75,HLT_PFJetFwd400_v22,0.016854062,0.015601245
367103:8729,05/06/23 21:02:02,64,HLT_PFJetFwd400_v22,0.014452258,0.013233880
367104:8729,05/06/23 21:31:29,1082,HLT_PFJetFwd400_v22,0.196195771,0.188073587
367111:8730,05/07/23 07:24:23,288,HLT_PFJetFwd400_v22,0.057426716,0.053197401
367112:8730,05/07/23 09:19:35,1438,HLT_PFJetFwd400_v22,0.262087253,0.250379055
367127:8731,05/07/23 20:42:33,333,HLT_PFJetFwd400_v22,0.102273524,0.095217386
367128:8731,05/07/23 22:54:19,7,HLT_PFJetFwd400_v22,0.002489793,0.002221858
367129:8731,05/07/23 23:01:53,3,HLT_PFJetFwd400_v22,0.001047994,0.001002908
367130:8731,05/07/23 23:05:47,153,HLT_PFJetFwd400_v22,0.044333799,0.041939517
367131:8731,05/08/23 00:12:33,149,HLT_PFJetFwd400_v22,0.040693053,0.038888730
367133:8731,05/08/23 01:12:45,275,HLT_PFJetFwd400_v22,0.085455326,0.081998161
367228:8736,05/08/23 21:46:35,239,HLT_PFJetFwd400_v22,0.059474622,0.055916519
367229:8736,05/08/23 23:25:47,34,HLT_PFJetFwd400_v22,0.011987624,0.011214398
367230:8736,05/08/23 23:44:56,1,HLT_PFJetFwd400_v22,0.000348481,0.000312711
367231:8736,05/08/23 23:48:31,22,HLT_PFJetFwd400_v22,0.007761339,0.007114809
367232:8736,05/08/23 23:59:29,996,HLT_PFJetFwd400_v22,0.332478278,0.318274678
367234:8736,05/09/23 06:33:07,501,HLT_PFJetFwd400_v22,0.132763446,0.128105320
367260:8738,05/09/23 16:06:48,187,HLT_PFJetFwd400_v22,0.053542855,0.050856120
367262:8738,05/09/23 17:32:02,262,HLT_PFJetFwd400_v22,0.092439448,0.086144668
367263:8738,05/09/23 19:23:59,12,HLT_PFJetFwd400_v22,0.004170438,0.003517568
367264:8738,05/09/23 19:31:14,847,HLT_PFJetFwd400_v22,0.234675263,0.223722014
367267:8739,05/10/23 03:37:29,278,HLT_PFJetFwd400_v22,0.067535526,0.063116425
367269:8739,05/10/23 05:33:29,33,HLT_PFJetFwd400_v22,0.011566898,0.009763718
367270:8739,05/10/23 05:48:55,961,HLT_PFJetFwd400_v22,0.295013551,0.279698467
367271:8739,05/10/23 12:08:09,135,HLT_PFJetFwd400_v22,0.031018017,0.029763568
367312:8741,05/10/23 19:23:55,216,HLT_PFJetFwd400_v22,0.046124745,0.043226130
367314:8741,05/10/23 20:54:59,20,HLT_PFJetFwd400_v22,0.007061277,0.006463880
367315:8741,05/10/23 21:11:42,893,HLT_PFJetFwd400_v22,0.264454430,0.253101007
367334:8746,05/11/23 09:40:35,299,HLT_PFJetFwd400_v22,0.094308728,0.086701439
367336:8746,05/11/23 11:40:57,169,HLT_PFJetFwd400_v22,0.068206912,0.064917072
367337:8746,05/11/23 12:49:41,1046,HLT_PFJetFwd400_v22,0.303277610,0.291938478
367355:8750,05/12/23 01:30:34,4,HLT_PFJetFwd400_v22,0.000965461,0.000829152
367406:8754,05/12/23 14:38:10,429,HLT_PFJetFwd400_v22,0.164916226,0.155045618
367413:8754,05/12/23 18:13:16,1294,HLT_PFJetFwd400_v22,0.437372704,0.412685900
367415:8754,05/13/23 02:52:02,97,HLT_PFJetFwd400_v22,0.022918709,0.022184537
367416:8754,05/13/23 03:40:55,55,HLT_PFJetFwd400_v22,0.012448665,0.011884358
367475:8771,05/14/23 10:33:09,579,HLT_PFJetFwd400_v22,0.246511129,0.225577681
367477:8771,05/14/23 14:23:21,1289,HLT_PFJetFwd400_v22,0.413669453,0.397696533
