#Data tag : 24v1 , Norm tag: None
#run:fill,time,ncms,hltpath,delivered(/fb),recorded(/fb)
378981:9473,04/05/24 16:26:33,779,HLT_PFJetFwd320_v26,0.000056471,0.000054075
378985:9474,04/06/24 00:24:34,768,HLT_PFJetFwd320_v26,0.000064249,0.000063361
378993:9475,04/06/24 08:01:17,79,HLT_PFJetFwd320_v26,0.000020121,0.000019652
378994:9475,04/06/24 08:35:14,27,HLT_PFJetFwd320_v26,0.000009105,0.000008758
378995:9475,04/06/24 08:48:26,25,HLT_PFJetFwd320_v26,0.000009745,0.000009325
378996:9475,04/06/24 09:00:58,23,HLT_PFJetFwd320_v26,0.000009454,0.000009150
378997:9475,04/06/24 09:12:52,22,HLT_PFJetFwd320_v26,0.000008913,0.000008722
378998:9475,04/06/24 09:24:32,22,HLT_PFJetFwd320_v26,0.000009716,0.000009306
378999:9475,04/06/24 09:36:18,24,HLT_PFJetFwd320_v26,0.000010462,0.000009905
379000:9475,04/06/24 09:48:29,23,HLT_PFJetFwd320_v26,0.000009868,0.000009591
379001:9475,04/06/24 10:00:48,23,HLT_PFJetFwd320_v26,0.000009706,0.000009074
379002:9475,04/06/24 10:12:36,2,HLT_PFJetFwd320_v26,0.000000834,0.000000068
379003:9475,04/06/24 10:15:00,27,HLT_PFJetFwd320_v26,0.000011164,0.000010281
379004:9475,04/06/24 10:28:03,25,HLT_PFJetFwd320_v26,0.000010168,0.000009667
379005:9475,04/06/24 10:40:36,23,HLT_PFJetFwd320_v26,0.000009201,0.000008753
379006:9475,04/06/24 10:52:20,24,HLT_PFJetFwd320_v26,0.000009449,0.000008875
379007:9475,04/06/24 11:04:31,23,HLT_PFJetFwd320_v26,0.000008897,0.000008530
379008:9475,04/06/24 11:16:37,23,HLT_PFJetFwd320_v26,0.000008782,0.000008467
379009:9475,04/06/24 11:28:47,22,HLT_PFJetFwd320_v26,0.000008273,0.000008053
379010:9475,04/06/24 11:40:32,23,HLT_PFJetFwd320_v26,0.000008524,0.000008126
379011:9475,04/06/24 11:58:18,399,HLT_PFJetFwd320_v26,0.000132162,0.000119500
379012:9475,04/06/24 14:37:43,73,HLT_PFJetFwd320_v26,0.000021603,0.000021308
379028:9476,04/06/24 19:56:15,534,HLT_PFJetFwd320_v26,0.000198736,0.000194098
379029:9476,04/06/24 23:25:47,67,HLT_PFJetFwd320_v26,0.000025280,0.000013216
379030:9476,04/06/24 23:55:39,6,HLT_PFJetFwd320_v26,0.000008859,0.000000013
379031:9476,04/07/24 00:02:34,289,HLT_PFJetFwd320_v26,0.000099264,0.000097192
379058:9479,04/07/24 09:34:30,826,HLT_PFJetFwd320_v26,0.002551049,0.002484636
379075:9483,04/08/24 02:29:09,375,HLT_PFJetFwd320_v26,0.001067539,0.001042837
379154:9485,04/08/24 22:13:02,1049,HLT_PFJetFwd320_v26,0.002959052,0.002886591
379238:9496,04/10/24 16:44:24,286,HLT_PFJetFwd320_v26,0.004439939,0.004286021
379243:9497,04/10/24 20:30:21,297,HLT_PFJetFwd320_v26,0.004933202,0.004851567
