#Data tag : 24v1 , Norm tag: None
#run:fill,time,ncms,hltpath,delivered(/fb),recorded(/fb)
378985:9474,04/06/24 00:24:34,768,HLT_PFJet320_v27,0.000008031,0.000007920
378993:9475,04/06/24 08:01:17,79,HLT_PFJet320_v27,0.000002515,0.000002456
379006:9475,04/06/24 10:52:20,23,HLT_PFJet320_v27,0.000001132,0.000001109
379011:9475,04/06/24 11:58:18,399,HLT_PFJet320_v27,0.000016520,0.000014937
379012:9475,04/06/24 14:37:43,73,HLT_PFJet320_v27,0.000002700,0.000002664
379028:9476,04/06/24 19:56:15,534,HLT_PFJet320_v27,0.000024842,0.000024262
379031:9476,04/07/24 00:02:34,289,HLT_PFJet320_v27,0.000012408,0.000012149
379058:9479,04/07/24 09:34:30,826,HLT_PFJet320_v27,0.000318881,0.000310580
379075:9483,04/08/24 02:29:09,375,HLT_PFJet320_v27,0.000133442,0.000130355
379154:9485,04/08/24 22:13:02,1049,HLT_PFJet320_v27,0.000369882,0.000360824
379238:9496,04/10/24 16:44:24,286,HLT_PFJet320_v27,0.000554992,0.000535753
379243:9497,04/10/24 20:30:21,297,HLT_PFJet320_v27,0.000616650,0.000606446
379252:9499,04/11/24 01:57:11,644,HLT_PFJet320_v27,0.001444540,0.001410774
379253:9499,04/11/24 06:08:54,104,HLT_PFJet320_v27,0.000249327,0.000245919
379338:9510,04/12/24 14:27:21,170,HLT_PFJet320_v27,0.000407507,0.000368726
379355:9512,04/13/24 03:39:10,20,HLT_PFJet320_v27,0.000095538,0.000090809
379416:9517,04/14/24 17:34:19,195,HLT_PFJet320_v27,0.001340713,0.001259453
379420:9518,04/14/24 21:02:55,516,HLT_PFJet320_v27,0.003561331,0.003362080
379425:9519,04/15/24 02:03:52,203,HLT_PFJet320_v27,0.001237356,0.001164632
379433:9520,04/15/24 05:13:11,21,HLT_PFJet320_v27,0.000046144,0.000042027
379442:9521,04/15/24 07:07:46,269,HLT_PFJet320_v27,0.001781218,0.001676504
379454:9523,04/15/24 11:25:22,498,HLT_PFJet320_v27,0.003446536,0.003133627
379456:9523,04/15/24 14:47:09,1199,HLT_PFJet320_v27,0.006791689,0.006381011
379470:9525,04/16/24 00:38:26,800,HLT_PFJet320_v27,0.005649532,0.005313209
379530:9530,04/17/24 01:12:13,593,HLT_PFJet320_v27,0.006263496,0.005851796
379618:9537,04/18/24 08:43:50,360,HLT_PFJet320_v27,0.003349894,0.003226603
379660:9539,04/18/24 16:49:04,1507,HLT_PFJet320_v27,0.014241065,0.013728172
379661:9539,04/19/24 02:37:20,406,HLT_PFJet320_v27,0.002637056,0.002601736
379729:9543,04/19/24 17:38:45,1465,HLT_PFJet320_v27,0.015016659,0.014556846
379765:9548,04/20/24 14:03:25,1695,HLT_PFJet320_v27,0.018200550,0.017294867
379774:9549,04/21/24 03:13:58,156,HLT_PFJet320_v27,0.001687700,0.001608729
379866:9559,04/23/24 20:37:55,1337,HLT_PFJet320_v27,0.009215403,0.008971479
379984:9562,04/25/24 11:47:58,913,HLT_PFJet320_v27,0.007815387,0.007598259
380001:9564,04/25/24 20:39:17,691,HLT_PFJet320_v27,0.007838622,0.007565199
380005:9565,04/26/24 03:10:19,1062,HLT_PFJet320_v27,0.012035947,0.011536858
380007:9565,04/26/24 10:12:08,129,HLT_PFJet320_v27,0.001207605,0.001147986
380029:9566,04/26/24 15:02:20,55,HLT_PFJet320_v27,0.000367678,0.000338722
380030:9566,04/26/24 15:37:30,346,HLT_PFJet320_v27,0.004774932,0.004531062
380032:9566,04/26/24 19:11:02,19,HLT_PFJet320_v27,0.000239091,0.000224816
380033:9566,04/26/24 19:21:25,53,HLT_PFJet320_v27,0.000682176,0.000650970
380043:9567,04/26/24 22:44:31,900,HLT_PFJet320_v27,0.011778041,0.011203753
380049:9568,04/27/24 07:10:37,871,HLT_PFJet320_v27,0.011576598,0.010921694
380051:9568,04/27/24 12:55:48,735,HLT_PFJet320_v27,0.007403106,0.007133894
380052:9568,04/27/24 17:45:43,12,HLT_PFJet320_v27,0.000100388,0.000093856
380053:9568,04/27/24 17:57:47,128,HLT_PFJet320_v27,0.001032695,0.001000464
380056:9568,04/27/24 18:55:05,168,HLT_PFJet320_v27,0.001217144,0.001170556
380066:9569,04/27/24 22:17:19,552,HLT_PFJet320_v27,0.007229045,0.006877380
380074:9570,04/28/24 06:24:04,1306,HLT_PFJet320_v27,0.015948333,0.015264411
380115:9573,04/29/24 09:42:28,1792,HLT_PFJet320_v27,0.020716768,0.019908099
380195:9575,04/30/24 23:30:14,7,HLT_PFJet320_v27,0.000104523,0.000096046
380197:9575,05/01/24 00:09:50,357,HLT_PFJet320_v27,0.005361861,0.005071547
380235:9579,05/01/24 17:29:48,256,HLT_PFJet320_v27,0.003336682,0.003126194
380236:9579,05/01/24 19:12:09,57,HLT_PFJet320_v27,0.000856308,0.000765136
379613:9537,04/18/24 03:20:17,120,HLT_PFJet320_v28,0.001043749,0.000985950
379617:9537,04/18/24 04:23:35,664,HLT_PFJet320_v28,0.007373375,0.006923773
380306:9585,05/02/24 19:54:33,246,HLT_PFJet320_v28,0.003230464,0.002990350
380308:9585,05/02/24 21:44:37,35,HLT_PFJet320_v28,0.000525574,0.000440965
380309:9585,05/02/24 22:01:22,351,HLT_PFJet320_v28,0.005258020,0.004891890
380310:9585,05/03/24 00:19:19,1131,HLT_PFJet320_v28,0.012486865,0.012065589
380346:9593,05/03/24 16:31:34,566,HLT_PFJet320_v28,0.007908581,0.007426874
380348:9593,05/03/24 20:21:14,341,HLT_PFJet320_v28,0.004483454,0.004252968
380349:9593,05/03/24 22:39:03,695,HLT_PFJet320_v28,0.006920757,0.006707927
380360:9594,05/04/24 06:56:16,1928,HLT_PFJet320_v28,0.022218655,0.021385024
380377:9602,05/04/24 23:50:36,416,HLT_PFJet320_v28,0.005874973,0.005555237
380384:9603,05/05/24 06:57:47,751,HLT_PFJet320_v28,0.010728802,0.010160870
380385:9603,05/05/24 11:54:10,1247,HLT_PFJet320_v28,0.012908889,0.012461799
380399:9604,05/05/24 23:17:17,494,HLT_PFJet320_v28,0.006795477,0.006463223
380403:9604,05/06/24 03:21:24,251,HLT_PFJet320_v28,0.003472726,0.003310065
380444:9605,05/06/24 15:21:13,325,HLT_PFJet320_v28,0.004719813,0.004388733
380446:9605,05/06/24 17:33:05,1028,HLT_PFJet320_v28,0.013393586,0.012828070
380447:9605,05/07/24 00:20:04,810,HLT_PFJet320_v28,0.006792003,0.006634647
380466:9606,05/07/24 09:21:16,504,HLT_PFJet320_v28,0.007129255,0.006620173
380470:9606,05/07/24 13:06:34,1634,HLT_PFJet320_v28,0.017098319,0.016581555
380481:9608,05/08/24 05:37:58,860,HLT_PFJet320_v28,0.012262913,0.011569273
380513:9609,05/08/24 20:35:34,1158,HLT_PFJet320_v28,0.015928179,0.015130441
380517:9609,05/09/24 04:20:58,39,HLT_PFJet320_v28,0.000433107,0.000410006
380531:9610,05/09/24 07:02:24,1023,HLT_PFJet320_v28,0.014311857,0.013476356
380534:9610,05/09/24 13:56:20,746,HLT_PFJet320_v28,0.007383818,0.007169223
380537:9610,05/09/24 19:09:12,58,HLT_PFJet320_v28,0.000467338,0.000450601
380538:9610,05/09/24 19:36:56,144,HLT_PFJet320_v28,0.001058607,0.001036859
380564:9611,05/09/24 23:47:54,742,HLT_PFJet320_v28,0.010650554,0.010059266
380567:9611,05/10/24 04:54:23,1081,HLT_PFJet320_v28,0.011132141,0.010815966
380623:9614,05/11/24 20:40:52,388,HLT_PFJet320_v28,0.005354791,0.005026231
380624:9614,05/11/24 23:16:57,809,HLT_PFJet320_v28,0.010767862,0.010261189
380625:9614,05/12/24 04:34:00,7,HLT_PFJet320_v28,0.000075104,0.000069883
380626:9614,05/12/24 04:39:38,14,HLT_PFJet320_v28,0.000148714,0.000137795
380627:9614,05/12/24 04:48:42,808,HLT_PFJet320_v28,0.007130176,0.006966820
380647:9618,05/12/24 22:28:59,375,HLT_PFJet320_v28,0.005351424,0.004857507
380649:9618,05/13/24 01:56:15,401,HLT_PFJet320_v28,0.005512082,0.005200330
380933:9651,05/19/24 16:19:32,773,HLT_PFJet320_v28,0.000380354,0.000375986
380945:9653,05/20/24 06:39:34,245,HLT_PFJet320_v28,0.003316168,0.003129140
380947:9653,05/20/24 11:38:48,823,HLT_PFJet320_v28,0.008714324,0.008452137
380963:9654,05/20/24 20:42:43,922,HLT_PFJet320_v29,0.012277878,0.011710128
381022:9659,05/21/24 23:53:15,586,HLT_PFJet320_v29,0.007047294,0.006664157
381053:9661,05/22/24 09:14:55,108,HLT_PFJet320_v29,0.001116621,0.001067467
381065:9662,05/22/24 12:16:48,791,HLT_PFJet320_v29,0.011577970,0.010839072
381067:9662,05/22/24 17:33:10,313,HLT_PFJet320_v29,0.004085869,0.003925729
381069:9662,05/22/24 20:20:01,307,HLT_PFJet320_v29,0.003254439,0.003088999
381070:9662,05/22/24 22:21:18,425,HLT_PFJet320_v29,0.003819839,0.003735634
381075:9663,05/23/24 03:44:43,426,HLT_PFJet320_v29,0.006071362,0.005722407
381078:9663,05/23/24 06:53:58,334,HLT_PFJet320_v29,0.004761649,0.004448863
381079:9663,05/23/24 09:06:56,396,HLT_PFJet320_v29,0.004591509,0.004376742
381080:9663,05/23/24 11:44:25,336,HLT_PFJet320_v29,0.003246355,0.003112063
381113:9664,05/23/24 18:23:22,236,HLT_PFJet320_v29,0.003077750,0.002900453
381114:9664,05/23/24 20:11:09,458,HLT_PFJet320_v29,0.006937896,0.006488297
381115:9664,05/23/24 23:12:31,1294,HLT_PFJet320_v29,0.013445642,0.013019228
381147:9666,05/24/24 11:18:30,186,HLT_PFJet320_v29,0.002482805,0.002324824
381148:9666,05/24/24 12:38:03,264,HLT_PFJet320_v29,0.004090856,0.003825227
381149:9666,05/24/24 14:31:14,133,HLT_PFJet320_v29,0.002056775,0.001917705
381150:9666,05/24/24 15:25:36,41,HLT_PFJet320_v29,0.000616898,0.000577384
381151:9666,05/24/24 15:45:17,851,HLT_PFJet320_v29,0.010067020,0.009593778
381152:9666,05/24/24 21:19:14,193,HLT_PFJet320_v29,0.001735876,0.001681837
381164:9667,05/25/24 00:51:30,1151,HLT_PFJet320_v29,0.017105017,0.015994899
381190:9670,05/25/24 13:16:43,1098,HLT_PFJet320_v29,0.016098555,0.015068767
381191:9670,05/25/24 20:25:58,1121,HLT_PFJet320_v29,0.010951855,0.010621127
381199:9672,05/26/24 09:25:18,147,HLT_PFJet320_v29,0.001862872,0.001729569
381212:9674,05/27/24 04:02:15,372,HLT_PFJet320_v29,0.005454712,0.005114358
381286:9677,05/27/24 16:09:15,711,HLT_PFJet320_v29,0.010635637,0.009830741
381309:9680,05/28/24 06:47:14,425,HLT_PFJet320_v29,0.006275533,0.005897777
381358:9683,05/28/24 18:58:02,3,HLT_PFJet320_v29,0.000020113,0.000012991
381364:9684,05/28/24 21:34:05,427,HLT_PFJet320_v29,0.005878504,0.005441334
381365:9684,05/29/24 00:22:44,595,HLT_PFJet320_v29,0.008501049,0.007954787
381371:9686,05/29/24 06:46:06,194,HLT_PFJet320_v29,0.002470859,0.002338806
381379:9687,05/29/24 10:50:00,833,HLT_PFJet320_v29,0.011740056,0.010945523
381380:9687,05/29/24 16:17:33,1354,HLT_PFJet320_v29,0.012844640,0.012439211
381384:9691,05/30/24 05:24:04,3484,HLT_PFJet320_v29,0.032753820,0.031377029
381417:9694,05/31/24 13:50:23,1783,HLT_PFJet320_v29,0.022286727,0.021108754
381443:9696,06/01/24 12:16:15,1510,HLT_PFJet320_v29,0.019409991,0.018354276
381477:9700,06/02/24 11:50:04,311,HLT_PFJet320_v29,0.004139354,0.003880109
381478:9700,06/02/24 13:52:25,8,HLT_PFJet320_v29,0.000118700,0.000098829
381479:9700,06/02/24 13:58:03,435,HLT_PFJet320_v29,0.006405159,0.006001805
381480:9700,06/02/24 16:48:38,1268,HLT_PFJet320_v29,0.013101650,0.012606871
381484:9701,06/03/24 03:15:04,820,HLT_PFJet320_v29,0.011693682,0.010933060
381499:9705,06/03/24 16:18:24,195,HLT_PFJet320_v29,0.002458105,0.002293357
