#Data tag : 24v1 , Norm tag: None
#run:fill,time,ncms,hltpath,delivered(/fb),recorded(/fb)
378981:9473,04/05/24 16:26:33,99,HLT_DiPFJetAve80_HFJEC_v24,0.000001503,0.000001488
378985:9474,04/06/24 00:24:34,768,HLT_DiPFJetAve80_HFJEC_v24,0.000017974,0.000017726
378993:9475,04/06/24 08:01:17,79,HLT_DiPFJetAve80_HFJEC_v24,0.000001240,0.000001211
379006:9475,04/06/24 10:52:20,23,HLT_DiPFJetAve80_HFJEC_v24,0.000000557,0.000000546
379011:9475,04/06/24 11:58:18,399,HLT_DiPFJetAve80_HFJEC_v24,0.000008139,0.000007359
379012:9475,04/06/24 14:37:43,73,HLT_DiPFJetAve80_HFJEC_v24,0.000001331,0.000001313
379028:9476,04/06/24 19:56:15,534,HLT_DiPFJetAve80_HFJEC_v24,0.000012232,0.000011946
379031:9476,04/07/24 00:02:34,289,HLT_DiPFJetAve80_HFJEC_v24,0.000006113,0.000005986
379058:9479,04/07/24 09:34:30,826,HLT_DiPFJetAve80_HFJEC_v24,0.000021367,0.000020811
379075:9483,04/08/24 02:29:09,375,HLT_DiPFJetAve80_HFJEC_v24,0.000008933,0.000008727
379154:9485,04/08/24 22:13:02,1049,HLT_DiPFJetAve80_HFJEC_v24,0.000024745,0.000024150
379238:9496,04/10/24 16:44:48,286,HLT_DiPFJetAve80_HFJEC_v24,0.000006076,0.000005865
379243:9497,04/10/24 20:30:21,299,HLT_DiPFJetAve80_HFJEC_v24,0.000006741,0.000006629
379252:9499,04/11/24 01:57:11,644,HLT_DiPFJetAve80_HFJEC_v24,0.000015796,0.000015427
379253:9499,04/11/24 06:08:54,104,HLT_DiPFJetAve80_HFJEC_v24,0.000002728,0.000002690
379338:9510,04/12/24 14:27:21,170,HLT_DiPFJetAve80_HFJEC_v24,0.000004458,0.000004034
379774:9549,04/21/24 03:13:58,157,HLT_DiPFJetAve80_HFJEC_v24,0.000014314,0.000013647
379355:9512,04/13/24 03:39:10,20,HLT_DiPFJetAve80_HFJEC_v24,0.000000829,0.000000788
379416:9517,04/14/24 17:34:18,195,HLT_DiPFJetAve80_HFJEC_v24,0.000011600,0.000010897
379420:9518,04/14/24 21:02:55,516,HLT_DiPFJetAve80_HFJEC_v24,0.000030813,0.000029098
379425:9519,04/15/24 02:03:52,203,HLT_DiPFJetAve80_HFJEC_v24,0.000010701,0.000010072
379433:9520,04/15/24 05:13:11,21,HLT_DiPFJetAve80_HFJEC_v24,0.000000397,0.000000362
379442:9521,04/15/24 07:07:46,269,HLT_DiPFJetAve80_HFJEC_v24,0.000015419,0.000014513
379454:9523,04/15/24 11:25:22,498,HLT_DiPFJetAve80_HFJEC_v24,0.000029835,0.000027132
379456:9523,04/15/24 14:47:09,1199,HLT_DiPFJetAve80_HFJEC_v24,0.000058755,0.000055201
379470:9525,04/16/24 00:38:26,800,HLT_DiPFJetAve80_HFJEC_v24,0.000048932,0.000046023
379530:9530,04/17/24 01:12:13,593,HLT_DiPFJetAve80_HFJEC_v24,0.000052731,0.000049273
